record_train_acc,record_test_acc,last_train_acc,last_test_acc
0.6096000043153763,0.659000039100647,0.5448000085949898,0.6770000457763672
0.6086000159382821,0.5960000157356262,0.6358000121712685,0.5520000457763672
0.6144000101685524,0.6510000228881836,0.5785000092983246,0.6230000257492065
0.6113000076413154,0.6570000052452087,0.61620000988245,0.6040000319480896
0.6346000112891197,0.6350000500679016,0.595700011730194,0.6030000448226929
0.6387000142335891,0.6390000581741333,0.5672000151276588,0.5550000071525574
0.6236000075936318,0.6420000195503235,0.6021000140309334,0.6080000400543213
0.6089000130295753,0.6530000567436218,0.5975000119209289,0.6290000081062317
0.608800009906292,0.6380000114440918,0.5670000123977661,0.5430000424385071
0.6145000059604645,0.6380000114440918,0.6529000253081322,0.6160000562667847
0.6120000084638596,0.6510000228881836,0.6111000083088874,0.550000011920929
0.6208000167608261,0.6490000486373901,0.6121000084280968,0.5820000171661377
0.6011000118255615,0.6950000524520874,0.5966000102758408,0.6360000371932983
0.602700013756752,0.6370000243186951,0.5671000111103058,0.6190000176429749
0.6403000109195709,0.6290000081062317,0.6938000339269638,0.5230000019073486
0.6128000077605248,0.6170000433921814,0.585400009393692,0.578000009059906
0.6087000063061714,0.609000027179718,0.6513000149130821,0.5879999995231628
