runid,date,model,hidden_dim,algorithm,dataset,epochs,time elapsed,record_train_acc,record_test_acc,last_train_acc,last_test_acc,target density/prune,final l1 norm,learning rate,optimizer,momentum,percent zeros,irmv1_gradnorm penalty,irmv1_penalty_anneal_iter,pgd_anneal_iter,orig 28x28,ts,te,fraction z,pgd skip,rho tolerance
0,9/27/2024 16:52,resnet18,390,probmask,mnistcifar,50,46.4168911,0.624600008,0.604999997,0.773100022,0.341000005,0.697265625,20.92228889,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:51,resnet18,390,probmask,mnistcifar,50,45.24377775,0.654700016,0.615000002,0.499900012,0.499999994,0.697265625,20.26124954,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:50,resnet18,390,probmask,mnistcifar,50,43.25802994,0.668700026,0.597000008,0.611800005,0.56900001,0.697265625,20.95148849,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:49,resnet18,390,probmask,mnistcifar,50,47.20341277,0.623400005,0.623000004,0.633000017,0.534999992,0.697265625,21.04144669,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:48,resnet18,390,probmask,mnistcifar,50,46.54830384,0.61340001,0.637000015,0.660700021,0.574000007,0.736328125,19.58047104,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:47,resnet18,390,probmask,mnistcifar,50,44.70451021,0.617000009,0.669999993,0.595900006,0.667000008,0.736328125,20.24459267,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:46,resnet18,390,probmask,mnistcifar,50,43.8092196,0.692300038,0.603000004,0.684700027,0.56600002,0.736328125,20.23963737,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:45,resnet18,390,probmask,mnistcifar,50,45.60347724,0.688700033,0.595999998,0.69160003,0.568,0.736328125,20.59120178,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:44,resnet18,390,probmask,mnistcifar,50,47.12022567,0.634800013,0.611999996,0.655600023,0.531000006,0.736328125,20.98887634,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:43,resnet18,390,probmask,mnistcifar,50,45.43833685,0.652700022,0.623999997,0.711200034,0.586000006,0.736328125,20.21353531,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:42,resnet18,390,probmask,mnistcifar,50,47.26540017,0.64420002,0.636000006,0.607800009,0.535000024,0.736328125,20.78584099,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
0,9/27/2024 16:41,resnet18,390,probmask,mnistcifar,50,47.01037574,0.618200009,0.626000013,0.572000013,0.572000012,0.736328125,19.63455391,0.006,adam,None,0,10000,13,600,FALSE,0.28,0.6,None,None,None
