record_train_acc,record_test_acc,last_train_acc,last_test_acc
0.6493000147342682,0.4880000352859497,0.6493000147342682,0.4880000352859497
0.6493000147342682,0.4880000352859497,0.5894000099897385,0.4710000157356262
0.6493000147342682,0.4880000352859497,0.7332000266313553,0.31700000166893005
0.6700000227689743,0.5090000033378601,0.6700000227689743,0.5090000033378601
0.6169000095129014,0.5640000104904175,0.6169000095129014,0.5640000104904175
0.6169000095129014,0.5640000104904175,0.5489000144004822,0.675000011920929
0.6169000095129014,0.5640000104904175,0.6159000070691109,0.4870000183582306
0.6169000095129014,0.5640000104904175,0.5934000103473663,0.5550000071525574
0.6169000095129014,0.5640000104904175,0.5780000106096268,0.6130000352859497
0.6169000095129014,0.5640000104904175,0.6278000133037567,0.5630000233650208
0.6169000095129014,0.5640000104904175,0.6578000188469887,0.47700002789497375
0.6169000095129014,0.5640000104904175,0.590700010240078,0.4930000305175781
0.6169000095129014,0.5640000104904175,0.45360000675916673,0.6190000176429749
0.6016000117063522,0.5840000510215759,0.6016000117063522,0.5840000510215759
0.6016000117063522,0.5840000510215759,0.5835000110864639,0.5770000219345093
0.6016000117063522,0.5840000510215759,0.6503000138401985,0.5300000309944153
0.6016000117063522,0.5840000510215759,0.545100014090538,0.6040000319480896
0.6016000117063522,0.5840000510215759,0.5708000112175942,0.5220000147819519
0.6016000117063522,0.5840000510215759,0.5660000111460686,0.6060000061988831
0.6016000117063522,0.5840000510215759,0.5905000147223473,0.5660000443458557
0.6016000117063522,0.5840000510215759,0.6249000132679939,0.5680000185966492
0.6016000117063522,0.5840000510215759,0.6264000101089477,0.5080000162124634
0.6016000117063522,0.5840000510215759,0.5876000106334687,0.6050000190734863
0.6016000117063522,0.5840000510215759,0.5936000102758408,0.5480000376701355
0.6016000117063522,0.5840000510215759,0.6288000100851059,0.5710000395774841
0.6016000117063522,0.5840000510215759,0.5938000061511993,0.6140000224113464
0.6016000117063522,0.5840000510215759,0.6071000046133995,0.5740000009536743
0.6016000117063522,0.5840000510215759,0.5348000153899193,0.6140000224113464
0.6016000117063522,0.5840000510215759,0.5378000138998031,0.5610000491142273
0.6016000117063522,0.5840000510215759,0.5986000074744224,0.5890000462532043
0.6016000117063522,0.5840000510215759,0.5936000133752823,0.562000036239624
0.6016000117063522,0.5840000510215759,0.5862000107765197,0.5820000171661377
0.6016000117063522,0.5840000510215759,0.558800012409687,0.6150000095367432
0.6016000117063522,0.5840000510215759,0.5452000134587288,0.6460000276565552
0.6016000117063522,0.5840000510215759,0.5174000146090985,0.6470000147819519
0.6016000117063522,0.5840000510215759,0.5259000185430049,0.6440000534057617
0.6016000117063522,0.5840000510215759,0.5369000123441219,0.6300000548362732
0.6016000117063522,0.5840000510215759,0.5302000171244144,0.6470000147819519
0.6016000117063522,0.5840000510215759,0.5250000177621842,0.6610000133514404
0.6016000117063522,0.5840000510215759,0.5168000143170357,0.6640000343322754
0.6016000117063522,0.5840000510215759,0.5161000095903874,0.6490000486373901
0.6016000117063522,0.5840000510215759,0.5361000160872936,0.6320000290870667
0.6016000117063522,0.5840000510215759,0.5528000081181527,0.6260000467300415
0.6016000117063522,0.5840000510215759,0.45240000504255296,0.6210000514984131
0.6016000117063522,0.5840000510215759,0.4816000074446201,0.6510000228881836
0.6016000117063522,0.5840000510215759,0.568700014591217,0.6130000352859497
0.6016000117063522,0.5840000510215759,0.4967000114917755,0.5879999995231628
0.6016000117063522,0.5840000510215759,0.5748000146746636,0.5350000262260437
0.6016000117063522,0.5840000510215759,0.5773000119328499,0.597000002861023
0.6016000117063522,0.5840000510215759,0.49380001029372217,0.6380000114440918
0.798100022494793,0.2150000035762787,0.798100022494793,0.2150000035762787
0.7350000296235084,0.41200003027915955,0.7350000296235084,0.41200003027915955
0.6157000064253807,0.5830000042915344,0.6157000064253807,0.5830000042915344
0.6065000110864639,0.5860000252723694,0.6065000110864639,0.5860000252723694
0.6065000110864639,0.5860000252723694,0.6015000105500221,0.5750000476837158
0.6065000110864639,0.5860000252723694,0.5952000060677528,0.578000009059906
0.6065000110864639,0.5860000252723694,0.6022000116705895,0.5790000557899475
0.6065000110864639,0.5860000252723694,0.6698000335693359,0.5210000276565552
0.6065000110864639,0.5860000252723694,0.7240000313520432,0.4400000274181366
0.6065000110864639,0.5860000252723694,0.6804000289440155,0.5190000534057617
0.6065000110864639,0.5860000252723694,0.6806000301241875,0.531000018119812
0.6065000110864639,0.5860000252723694,0.6204000100493431,0.49000000953674316
0.6065000110864639,0.5860000252723694,0.696100030720234,0.51500004529953
0.6065000110864639,0.5860000252723694,0.6735000217556953,0.46800002455711365
0.6065000110864639,0.5860000252723694,0.6092000042796135,0.5130000114440918
0.6065000110864639,0.5860000252723694,0.5800000103712082,0.5300000309944153
0.6065000110864639,0.5860000252723694,0.5194000092744827,0.6540000438690186
0.6065000110864639,0.5860000252723694,0.5800000101327896,0.534000039100647
0.6065000110864639,0.5860000252723694,0.6176000139117241,0.5700000524520874
0.6065000110864639,0.5860000252723694,0.5916000120043755,0.5900000333786011
0.6065000110864639,0.5860000252723694,0.5785000141859055,0.5760000348091125
0.6065000110864639,0.5860000252723694,0.5841000137329102,0.5350000262260437
0.6065000110864639,0.5860000252723694,0.5837000138759613,0.5790000557899475
0.6065000110864639,0.5860000252723694,0.571900013923645,0.531000018119812
0.6065000110864639,0.5860000252723694,0.5816000131368637,0.6020000576972961
0.6065000110864639,0.5860000252723694,0.5495000078678131,0.5830000042915344
0.6065000110864639,0.5860000252723694,0.5413000116348267,0.5990000367164612
0.6065000110864639,0.5860000252723694,0.5661000109910965,0.64000004529953
0.6065000110864639,0.5860000252723694,0.5956000087857246,0.5380000472068787
0.6065000110864639,0.5860000252723694,0.5380000185072422,0.6160000562667847
0.6065000110864639,0.5860000252723694,0.5793000097870826,0.6050000190734863
0.6065000110864639,0.5860000252723694,0.5733000049591065,0.581000030040741
0.6065000110864639,0.5860000252723694,0.5418000138401985,0.6270000338554382
